country_code	name	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100	include_code
480	Mauritius	0	0	0	0	0	0.0390244	0.7218812	2.3787387	10.330566	43.13435761	65.00919644	69.55297891	74.09676137	78.64054384	83.1843263	87.72810877	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
104	Myanmar	0	0	0	0	0	0	0.1573055	6.2559942	36.8326033	80.71589418	89.20565894	89.35008459	89.49451023	89.63893588	89.78336153	89.92778718	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
591	Panama	0	0	0	0	0	3.3591752	14.419208	23.3594219	34.6629196	55.51270305	64.1676334	68.86442733	73.56122126	78.25801518	82.95480911	87.65160304	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
598	Papua New Guinea	0	0	0	0	0	0	0.0962658	10.8287086	35.2460012	60.00114199	67.33248437	71.45385085	75.57521732	79.6965838	83.81795028	87.93931676	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
643	Russian Federation	0	0	0	0	0	2.2394915	0.770854	8.2419483	20.0963202	37.34396763	46.53224528	54.43547341	62.33870154	70.24192967	78.1451578	86.04838593	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
728	South Sudan	0	0	0	0	0	0	0	0.4563011	5.2896932	16.73554663	27.69634997	39.02428634	50.35222271	61.68015908	73.00809545	84.33603182	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
740	Suriname	0	0	0	0	0	0.0328947	3.4322147	20.4506717	34.1166509	50.06468333	55.73375074	61.96397788	68.19420502	74.42443216	80.65465929	86.88488643	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
764	Thailand	0	0	0	0	0	0.0195201	5.9133359	33.305677	56.0606323	74.91998286	79.13041093	81.10669985	83.08298877	85.0592777	87.03556662	89.01185554	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
780	Trinidad and Tobago	0	0	0	0	0	0	10.8618789	43.2158303	80.8845048	82.43063583	77.85013655	80.05920263	82.26826872	84.4773348	86.68640088	88.89546696	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
804	Ukraine	0	0	0	0	0	0	0.2360865	4.2601992	20.1891397	42.8199055	54.22083714	60.72613948	67.23144182	73.73674415	80.24204649	86.74734883	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
