country_code	name	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100	include_code
384	Cote d'Ivoire	0	0.028291	0.423556	2.558759	7.0802	9.663827	7.825246	5.363644	4.197288	3.618114051	3.137614143	2.694376024	2.31375237	1.986897887	1.706216821	1.46518644	1.25820545	1.080463831	0.927831055	0.796760097	0.684205006	0.587550119	0.504549279	0.433273634	0.372066812	0.319506431	1
262	Djibouti	0	0	0.000329	0.041898	0.601623	2.266831	3.10111	2.427108	1.804028	1.521861196	1.311600173	1.126315697	0.967205612	0.830572369	0.713240754	0.612484104	0.52596094	0.451660556	0.387856287	0.333065391	0.286014584	0.245610455	0.210914055	0.181119075	0.155533113	0.133561576	1
231	Ethiopia	0	0.010955	0.183879	1.173449	3.223342	4.333981	3.436107	2.101095	1.439085	1.08001069	0.904724321	0.776917558	0.667165542	0.572917752	0.491983967	0.422483373	0.362800848	0.311549432	0.267538098	0.229744068	0.197289049	0.169418819	0.145485704	0.124933525	0.107284669	0.092128995	1
270	Gambia	0	0.002505	0.012476	0.053737	0.276904	1.064866	2.021906	2.34744	2.159546	1.88300264	1.623066092	1.393782079	1.196888096	1.027808533	0.882614159	0.75793081	0.650860976	0.558916466	0.479960587	0.412158487	0.353934517	0.303935612	0.260999852	0.224129453	0.192467588	0.165278467	1
288	Ghana	0.001345	0.016368	0.11365	0.56821	1.567995	2.65263	3.061814	2.833361	2.48999	2.273860605	1.99396335	1.712284175	1.470396682	1.262679662	1.08430599	0.931130448	0.799593398	0.686638057	0.589639463	0.50634347	0.434814366	0.373389891	0.320642604	0.275346715	0.236449593	0.203047311	1
324	Guinea	0	0.009152	0.08449	0.48005	1.388447	2.048919	2.144496	2.062973	2.011557	1.910016021	1.666715953	1.4312657	1.229076556	1.055449859	0.906350706	0.778314191	0.668364878	0.573947663	0.492868387	0.423242854	0.36345304	0.312109492	0.268019041	0.23015707	0.197643707	0.169723376	1
624	Guinea-Bissau	0	0.000805	0.011199	0.1202	0.656845	2.043828	3.779796	4.632005	4.46209	4.035913527	3.514629888	3.018132273	2.591772877	2.225643556	1.911235851	1.641243256	1.409391428	1.210292375	1.039319244	0.892498798	0.766419086	0.658150147	0.565175925	0.485335797	0.416774363	0.357898327	1
328	Guyana	0.000251	0.00188	0.006615	0.022426	0.079416	0.33722	1.083678	1.545666	1.616739	1.629795761	1.444242187	1.240219907	1.065019034	0.914568082	0.785370731	0.67442457	0.579151326	0.497336949	0.427080161	0.366748266	0.314939215	0.27044902	0.232243775	0.199435632	0.171262163	0.147068647	1
332	Haiti	0.000074	0.00498	0.087636	0.494698	1.283281	1.95546	2.155009	2.134056	2.168478	2.099605603	1.839552294	1.579686147	1.356530245	1.164898678	1.000338131	0.85902439	0.737673473	0.633465311	0.543978217	0.467132604	0.401142662	0.344474853	0.295812277	0.254024067	0.21813911	0.187323476	1
388	Jamaica	0	0	0.014007	0.267698	1.247604	1.902663	1.778914	1.440543	1.248323	1.16637193	1.023428201	0.878852619	0.754700648	0.648087125	0.556534466	0.477915083	0.410401943	0.352426113	0.302640294	0.259887518	0.223174255	0.191647326	0.16457408	0.141325362	0.121360897	0.104216732	1
430	Liberia	0.000153	0.019349	0.376517	2.524524	5.623916	5.721018	4.188847	2.859466	2.148173	1.765484688	1.519950824	1.30523349	1.120848409	0.962510667	0.826540659	0.709778588	0.609511024	0.523407855	0.449468135	0.385973581	0.331448647	0.284626231	0.244418229	0.20989025	0.180239899	0.154778134	1
466	Mali	0	0.035859	0.212282	0.707932	1.38523	1.796402	1.812069	1.729437	1.68261	1.563054389	1.363436266	1.170829113	1.005430798	0.863397637	0.741428928	0.636690248	0.54674758	0.46951075	0.403184857	0.346228555	0.297318241	0.25531729	0.219249644	0.18827713	0.161679978	0.138840098	1
566	Nigeria	0	0.005104	0.070832	0.465861	1.480332	2.873626	3.539398	3.390675	3.100293	2.882489845	2.517272899	2.161667891	1.85629777	1.594066057	1.368878762	1.17550277	1.009444226	0.866844104	0.744388527	0.639231757	0.54893006	0.47138492	0.40479427	0.347610613	0.298505061	0.256336453	1
694	Sierra Leone	0.000223	0.003511	0.013815	0.063342	0.253116	0.726359	1.400543	1.783468	1.711448	1.547345371	1.342697999	1.153020458	0.9901379	0.850265105	0.730151576	0.627006003	0.538431389	0.462369354	0.397052297	0.340962317	0.292795943	0.251433839	0.215914793	0.185413379	0.159220778	0.136728299	1
768	Togo	0	0.008048	0.085376	0.560729	1.83477	3.496496	4.382873	4.262695	3.570339	3.012304267	2.593898	2.227468472	1.912802968	1.642588993	1.410547059	1.211284754	1.040171433	0.893230602	0.767047511	0.658689797	0.565639341	0.485733748	0.417116097	0.358191785	0.307591474	0.264139265	1
52	Barbados	0.000496	0.002236	0.006678	0.020109	0.057193	0.149025	0.341168	0.629318	0.885616	1.052696628	0.957584621	0.822310497	0.706146003	0.6063916	0.5207291	0.447167796	0.383998202	0.329752322	0.283169539	0.243167318	0.20881605	0.179317447	0.153985993	0.132233012	0.113552987	0.097511813	1
116	Cambodia	0	0	0	0.004	0.254	1.067	1.14	0.89	0.73	0.581038918	0.490047686	0.420820622	0.361372987	0.31032328	0.266485159	0.228839874	0.196512586	0.168752044	0.144913122	0.124441829	0.106862433	0.091766407	0.078802936	0.067670763	0.058111186	0.049902053	1
132	Cape Verde	0.000056	0.003623	0.043206	0.227729	0.559881	0.900683	1.026431	0.906097	0.779757	0.735780325	0.649720471	0.557937076	0.479119551	0.411436261	0.353314317	0.303403026	0.260542502	0.223736711	0.192130327	0.164988849	0.141681538	0.121666758	0.104479385	0.089720003	0.077045619	0.066161695	1
180	Democratic Republic of the Congo	0.030501	0.164744	0.557307	1.416004	2.358525	2.937654	2.793328	2.105202	1.415556	1.020640386	0.853587232	0.7330044	0.629455819	0.54053513	0.464175908	0.398603646	0.342294514	0.293939946	0.252416233	0.216758408	0.18613782	0.15984288	0.137262519	0.117871996	0.101220694	0.086921654	1
214	Dominican Republic	0	0	0.008914	0.234096	1.02635	1.486329	1.575806	1.351296	1.047946	0.836637649	0.710583841	0.610202522	0.524001668	0.449978062	0.386411473	0.33182468	0.284949143	0.244695525	0.210128373	0.180444384	0.154953732	0.133064042	0.11426662	0.098124635	0.084262963	0.072359473	1
232	Eritrea	0.000021	0.001956	0.034929	0.317544	1.304337	2.147128	1.871552	1.232763	0.893049	0.712836557	0.604499843	0.519104584	0.445772769	0.382800244	0.328723595	0.282286136	0.24240871	0.208164607	0.178758031	0.153505604	0.131820485	0.113198736	0.097207606	0.083475479	0.071683234	0.061556832	1
340	Honduras	0	0.002997	0.046571	0.246823	0.594262	0.732068	0.567934	0.416	0.32644	0.265850451	0.226258026	0.194295465	0.166848127	0.143278164	0.123037834	0.105656775	0.090731068	0.077913855	0.066907278	0.057455556	0.049339041	0.042369114	0.036383799	0.031244007	0.026830292	0.023040084	1
478	Mauritania	0.00002	0.001355	0.016862	0.091391	0.242273	0.418488	0.522524	0.473016	0.355312	0.248671759	0.204114786	0.175280312	0.150519168	0.129255931	0.110996466	0.095316442	0.081851472	0.070288644	0.06035925	0.051832542	0.044510367	0.038222567	0.032823019	0.028186243	0.024204486	0.020785216	1
480	Mauritius	0	0	0.000009	0.000424	0.008633	0.121061	0.57373	0.897564	0.859403	0.678916115	0.567062222	0.486955625	0.418165364	0.359092827	0.308365229	0.264803714	0.227395959	0.195272648	0.167687267	0.143998762	0.123656636	0.106188161	0.091187387	0.078305712	0.067243779	0.057744521	1
104	Myanmar	0	0	0.000001	0.002194	0.050538	0.174276	0.354559	0.466186	0.501976	0.520942774	0.463255999	0.397813689	0.341616151	0.293357412	0.251915992	0.216328834	0.18576893	0.159526101	0.136990491	0.117638396	0.101020093	0.086749391	0.074494654	0.063971094	0.054934155	0.047173828	1
591	Panama	0.000576	0.004293	0.020567	0.07327	0.174285	0.288595	0.399659	0.490939	0.56293	0.606453723	0.544933826	0.467953218	0.401847351	0.345079993	0.296331932	0.254470313	0.218522316	0.187652548	0.161143628	0.138379517	0.118831199	0.102044394	0.087628993	0.075249998	0.064619734	0.055491164	1
598	Papua New Guinea	0	0	0	0.007	0.115	0.51	0.945	1.025	1.015	1.029541887	0.916548525	0.787071405	0.675884996	0.580405444	0.498413903	0.428004977	0.367542437	0.315621197	0.271034661	0.232746685	0.199867498	0.171633021	0.147387115	0.126566331	0.108686815	0.093333066	1
643	Russian Federation	0.009817	0.030519	0.039103	0.028098	0.015062	0.041587	0.148113	0.328117	0.594342	0.883461203	0.837675136	0.719340141	0.617721855	0.530458776	0.455523	0.3911731	0.33591365	0.288460481	0.24771083	0.212717719	0.182667943	0.156863178	0.134703748	0.115674692	0.099333794	0.085301309	1
728	South Sudan	0.000031	0.000767	0.007708	0.081958	0.55415	1.806915	3.078174	3.419319	3.176057	2.849431142	2.469078542	2.120281756	1.820758088	1.563546923	1.342670943	1.152997224	0.990117948	0.850247971	0.730136863	0.626993368	0.538420539	0.462360037	0.397044296	0.340955447	0.292790043	0.251428772	1
740	Suriname	0	0.000061	0.005957	0.052485	0.165541	0.635899	1.101433	1.128019	1.219745	1.375847077	1.249717873	1.07317526	0.921572111	0.791385329	0.679589509	0.583586635	0.501145701	0.430350865	0.369556931	0.317351111	0.272520197	0.234022366	0.200962968	0.172573739	0.148194941	0.127260039	1
764	Thailand	0	0	0.000003	0.020357	0.521359	1.122282	1.237343	1.186895	1.10109	0.937819497	0.798954874	0.686089735	0.5891686	0.505939124	0.434467141	0.373091717	0.320386552	0.275126833	0.236260773	0.202885165	0.174224394	0.149612416	0.128477272	0.110327805	0.09474224	0.081358385	1
780	Trinidad and Tobago	0.00013	0.004487	0.028514	0.11529	0.293981	0.500787	0.643935	0.766898	0.830806	0.827717167	0.729189629	0.626179946	0.537722026	0.4617602	0.396529195	0.340513112	0.292410196	0.251102584	0.215630333	0.185169104	0.15901101	0.136548165	0.117258555	0.100693911	0.086469288	0.07425412	1
804	Ukraine	0	0	0	0.001115	0.037943	0.286486	0.611099	0.760672	0.815054	0.857296344	0.765559196	0.65741173	0.564541822	0.484791271	0.41630676	0.35749678	0.306994649	0.263626751	0.226385261	0.194404727	0.166941953	0.143358736	0.123107024	0.105716191	0.09078209	0.077957669	1
